,edit_count,sentiment,neg_sentiment
2009-11-03,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-04,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-05,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-06,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-07,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-08,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-09,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-10,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-11,0.06666666666666667,-0.0075833668311436975,0.016666666666666666
2009-11-12,0.0,0.0,0.0
2009-11-13,0.0,0.0,0.0
2009-11-14,0.0,0.0,0.0
2009-11-15,0.0,0.0,0.0
2009-11-16,0.0,0.0,0.0
2009-11-17,0.0,0.0,0.0
2009-11-18,0.03333333333333333,0.029465019702911377,0.0
2009-11-19,0.03333333333333333,0.029465019702911377,0.0
2009-11-20,0.03333333333333333,0.029465019702911377,0.0
2009-11-21,0.03333333333333333,0.029465019702911377,0.0
2009-11-22,0.03333333333333333,0.029465019702911377,0.0
2009-11-23,0.03333333333333333,0.029465019702911377,0.0
2009-11-24,0.03333333333333333,0.029465019702911377,0.0
2009-11-25,0.03333333333333333,0.029465019702911377,0.0
2009-11-26,0.03333333333333333,0.029465019702911377,0.0
2009-11-27,0.03333333333333333,0.029465019702911377,0.0
2009-11-28,0.03333333333333333,0.029465019702911377,0.0
2009-11-29,0.03333333333333333,0.029465019702911377,0.0
2009-11-30,0.03333333333333333,0.029465019702911377,0.0
2009-12-01,0.03333333333333333,0.029465019702911377,0.0
2009-12-02,0.03333333333333333,0.029465019702911377,0.0
2009-12-03,0.03333333333333333,0.029465019702911377,0.0
2009-12-04,0.03333333333333333,0.029465019702911377,0.0
2009-12-05,0.03333333333333333,0.029465019702911377,0.0
2009-12-06,0.03333333333333333,0.029465019702911377,0.0
2009-12-07,0.03333333333333333,0.029465019702911377,0.0
2009-12-08,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-09,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-10,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-11,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-12,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-13,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-14,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-15,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-16,0.06666666666666667,-0.0034325659275054933,0.03333333333333333
2009-12-17,0.1,-0.036683136224746705,0.06666666666666667
2009-12-18,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-19,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-20,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-21,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-22,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-23,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-24,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-25,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-26,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-27,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-28,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-29,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-30,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2009-12-31,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-01,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-02,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-03,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-04,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-05,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-06,0.06666666666666667,-0.06614815592765808,0.06666666666666667
2010-01-07,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-08,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-09,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-10,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-11,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-12,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-13,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-14,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-15,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-16,0.0,0.0,0.0
2010-01-17,0.0,0.0,0.0
2010-01-18,0.0,0.0,0.0
2010-01-19,0.0,0.0,0.0
2010-01-20,0.0,0.0,0.0
2010-01-21,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.0
2010-01-23,0.0,0.0,0.0
2010-01-24,0.0,0.0,0.0
2010-01-25,0.0,0.0,0.0
2010-01-26,0.0,0.0,0.0
2010-01-27,0.0,0.0,0.0
2010-01-28,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.0
2010-01-30,0.0,0.0,0.0
2010-01-31,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-02-02,0.0,0.0,0.0
2010-02-03,0.0,0.0,0.0
2010-02-04,0.0,0.0,0.0
2010-02-05,0.0,0.0,0.0
2010-02-06,0.0,0.0,0.0
2010-02-07,0.0,0.0,0.0
2010-02-08,0.0,0.0,0.0
2010-02-09,0.0,0.0,0.0
2010-02-10,0.0,0.0,0.0
2010-02-11,0.0,0.0,0.0
2010-02-12,0.0,0.0,0.0
2010-02-13,0.0,0.0,0.0
2010-02-14,0.0,0.0,0.0
2010-02-15,0.0,0.0,0.0
2010-02-16,0.0,0.0,0.0
2010-02-17,0.0,0.0,0.0
2010-02-18,0.0,0.0,0.0
2010-02-19,0.0,0.0,0.0
2010-02-20,0.0,0.0,0.0
2010-02-21,0.0,0.0,0.0
2010-02-22,0.0,0.0,0.0
2010-02-23,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-24,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-25,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-26,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-27,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-28,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-01,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-02,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-03,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-04,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-05,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-06,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-07,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-08,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-09,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-10,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-11,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-12,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-13,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-14,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-15,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-16,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-17,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-18,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-19,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-20,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-21,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-22,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-23,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-24,0.06666666666666667,-0.004120570421218872,0.03333333333333333
2010-03-25,0.03333333333333333,0.029195918639500936,0.0
2010-03-26,0.03333333333333333,0.029195918639500936,0.0
2010-03-27,0.03333333333333333,0.029195918639500936,0.0
2010-03-28,0.03333333333333333,0.029195918639500936,0.0
2010-03-29,0.03333333333333333,0.029195918639500936,0.0
2010-03-30,0.03333333333333333,0.029195918639500936,0.0
2010-03-31,0.03333333333333333,0.029195918639500936,0.0
2010-04-01,0.03333333333333333,0.029195918639500936,0.0
2010-04-02,0.03333333333333333,0.029195918639500936,0.0
2010-04-03,0.03333333333333333,0.029195918639500936,0.0
2010-04-04,0.03333333333333333,0.029195918639500936,0.0
2010-04-05,0.03333333333333333,0.029195918639500936,0.0
2010-04-06,0.03333333333333333,0.029195918639500936,0.0
2010-04-07,0.03333333333333333,0.029195918639500936,0.0
2010-04-08,0.03333333333333333,0.029195918639500936,0.0
2010-04-09,0.03333333333333333,0.029195918639500936,0.0
2010-04-10,0.03333333333333333,0.029195918639500936,0.0
2010-04-11,0.03333333333333333,0.029195918639500936,0.0
2010-04-12,0.03333333333333333,0.029195918639500936,0.0
2010-04-13,0.16666666666666666,0.05734111070632934,0.0
2010-04-14,0.16666666666666666,0.05734111070632934,0.0
2010-04-15,0.3333333333333333,0.07321076869964599,0.006666666666666667
2010-04-16,0.3333333333333333,0.07321076869964599,0.006666666666666667
2010-04-17,0.3,0.04401485006014506,0.006666666666666667
2010-04-18,0.3,0.04401485006014506,0.006666666666666667
2010-04-19,0.3,0.04401485006014506,0.006666666666666667
2010-04-20,0.3,0.04401485006014506,0.006666666666666667
2010-04-21,0.3,0.04401485006014506,0.006666666666666667
2010-04-22,0.3,0.04401485006014506,0.006666666666666667
2010-04-23,0.3,0.04401485006014506,0.006666666666666667
2010-04-24,0.3,0.04401485006014506,0.006666666666666667
2010-04-25,0.3,0.04401485006014506,0.006666666666666667
2010-04-26,0.3,0.04401485006014506,0.006666666666666667
2010-04-27,0.3,0.04401485006014506,0.006666666666666667
2010-04-28,0.3333333333333333,0.011014615297317506,0.04
2010-04-29,0.3333333333333333,0.011014615297317506,0.04
2010-04-30,0.3333333333333333,0.011014615297317506,0.04
2010-05-01,0.3333333333333333,0.011014615297317506,0.04
2010-05-02,0.3333333333333333,0.011014615297317506,0.04
2010-05-03,0.3333333333333333,0.011014615297317506,0.04
2010-05-04,0.3333333333333333,0.011014615297317506,0.04
2010-05-05,0.3333333333333333,0.011014615297317506,0.04
2010-05-06,0.3333333333333333,0.011014615297317506,0.04
2010-05-07,0.3333333333333333,0.011014615297317506,0.04
2010-05-08,0.3333333333333333,0.011014615297317506,0.04
2010-05-09,0.3333333333333333,0.011014615297317506,0.04
2010-05-10,0.3333333333333333,0.011014615297317506,0.04
2010-05-11,0.3333333333333333,0.011014615297317506,0.04
2010-05-12,0.3333333333333333,0.011014615297317506,0.04
2010-05-13,0.23333333333333334,-0.04934670448303223,0.07333333333333333
2010-05-14,0.23333333333333334,-0.04934670448303223,0.07333333333333333
2010-05-15,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-16,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-17,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-18,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-19,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-20,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-21,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-22,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-23,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-24,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-25,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-26,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-27,0.06666666666666667,-0.06521636247634888,0.06666666666666667
2010-05-28,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-05-29,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-05-30,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-05-31,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-01,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-02,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-03,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-04,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-05,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-06,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-07,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-08,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-09,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-10,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-11,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-12,0.0,0.0,0.0
2010-06-13,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0
2010-06-17,0.06666666666666667,0.03319152394930522,0.0
2010-06-18,0.36666666666666664,0.045155484367299964,0.01111111111111111
2010-06-19,0.4,0.07807412235825151,0.01111111111111111
2010-06-20,0.5,0.11035344622753285,0.01111111111111111
2010-06-21,0.6666666666666666,0.1291152137738687,0.017777777777777778
2010-06-22,0.6666666666666666,0.1291152137738687,0.017777777777777778
2010-06-23,0.8,0.15761398605726384,0.017777777777777778
2010-06-24,0.8,0.15761398605726384,0.017777777777777778
2010-06-25,0.8,0.15761398605726384,0.017777777777777778
2010-06-26,0.8,0.15761398605726384,0.017777777777777778
2010-06-27,0.8,0.15761398605726384,0.017777777777777778
2010-06-28,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-06-29,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-06-30,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-07-01,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-07-02,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-07-03,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-07-04,0.8666666666666667,0.1515542291822257,0.03444444444444444
2010-07-05,0.9,0.18275645407261673,0.03444444444444444
2010-07-06,0.9,0.18275645407261673,0.03444444444444444
2010-07-07,0.9666666666666667,0.17766455443920914,0.05111111111111111
2010-07-08,1.0333333333333334,0.17829871905070765,0.06777777777777777
2010-07-09,1.0666666666666667,0.14813254606944545,0.10111111111111111
2010-07-10,1.0666666666666667,0.14813254606944545,0.10111111111111111
2010-07-11,1.4,0.15456835043651085,0.11444444444444443
2010-07-12,1.7,0.14497502303785748,0.13666666666666666
2010-07-13,1.7333333333333334,0.17769873993264304,0.13666666666666666
2010-07-14,1.8333333333333333,0.16668347706397374,0.15888888888888889
2010-07-15,1.9666666666666666,0.1368523144721985,0.1922222222222222
2010-07-16,2.1666666666666665,0.16843533522552914,0.1922222222222222
2010-07-17,2.1,0.13524381127622392,0.1922222222222222
2010-07-18,1.8666666666666667,0.11692838885166026,0.19777777777777777
2010-07-19,1.9333333333333333,0.11430978925139816,0.19777777777777777
2010-07-20,1.8333333333333333,0.08203046538211681,0.19777777777777777
2010-07-21,2.2,0.04273708458024043,0.21819444444444444
2010-07-22,2.2333333333333334,0.00962618386027989,0.2515277777777778
2010-07-23,2.1,-0.018872588423115236,0.2515277777777778
2010-07-24,2.1,-0.018872588423115236,0.2515277777777778
2010-07-25,2.2,-0.029941282882182688,0.27375
2010-07-26,2.2,-0.029941282882182688,0.27375
2010-07-27,2.2,-0.029941282882182688,0.27375
2010-07-28,2.1333333333333333,-0.023881526007144542,0.25708333333333333
2010-07-29,2.2333333333333334,-0.01262480141112098,0.2681944444444444
2010-07-30,2.2333333333333334,-0.01262480141112098,0.2681944444444444
2010-07-31,2.2333333333333334,-0.01262480141112098,0.2681944444444444
2010-08-01,2.2333333333333334,-0.01262480141112098,0.2681944444444444
2010-08-02,2.2333333333333334,-0.01262480141112098,0.2681944444444444
2010-08-03,2.3333333333333335,-0.04564813496062049,0.30152777777777773
2010-08-04,2.3,-0.07685035985101152,0.30152777777777773
2010-08-05,2.3,-0.07685035985101152,0.30152777777777773
2010-08-06,2.2333333333333334,-0.07175846021760393,0.28486111111111106
2010-08-07,2.1666666666666665,-0.07239262482910244,0.2681944444444444
2010-08-08,2.1333333333333333,-0.04222645184784024,0.2348611111111111
2010-08-09,2.1333333333333333,-0.04222645184784024,0.2348611111111111
2010-08-10,1.8,-0.04866225621490567,0.22152777777777777
2010-08-11,1.5,-0.039068928816252284,0.19930555555555557
2010-08-12,1.7666666666666666,-0.06315797403178834,0.21041666666666667
2010-08-13,1.6666666666666667,-0.05214271116311904,0.18819444444444444
2010-08-14,1.5666666666666667,-0.05562672434305704,0.18819444444444444
2010-08-15,1.3666666666666667,-0.0872097450963877,0.18819444444444444
2010-08-16,1.3666666666666667,-0.0872097450963877,0.18819444444444444
2010-08-17,1.3,-0.08085828308981878,0.17152777777777778
2010-08-18,1.2333333333333334,-0.1444797219639575,0.2048611111111111
2010-08-19,1.2333333333333334,-0.1444797219639575,0.2048611111111111
2010-08-20,0.7,-0.12394810870841697,0.17777777777777776
2010-08-21,0.7,-0.1240104372854586,0.17777777777777776
2010-08-22,0.7,-0.1240104372854586,0.17777777777777776
2010-08-23,0.7,-0.1240104372854586,0.17777777777777776
2010-08-24,0.6,-0.11294174282639116,0.15555555555555553
2010-08-25,0.6,-0.11294174282639116,0.15555555555555553
2010-08-26,0.6,-0.11294174282639116,0.15555555555555553
2010-08-27,0.6,-0.11294174282639116,0.15555555555555553
2010-08-28,0.5,-0.12419846742241472,0.14444444444444443
2010-08-29,0.5,-0.12419846742241472,0.14444444444444443
2010-08-30,0.5,-0.12419846742241472,0.14444444444444443
2010-08-31,0.5,-0.12419846742241472,0.14444444444444443
2010-09-01,0.5,-0.12419846742241472,0.14444444444444443
2010-09-02,0.4,-0.0911751338729152,0.1111111111111111
2010-09-03,0.4,-0.0911751338729152,0.1111111111111111
2010-09-04,0.4,-0.0911751338729152,0.1111111111111111
